DateTime,CustomerID,Product,Category,OriginalPrice,Revenue,Branch,PaymentMethod,PromoCode,TransactionID,EmployeeID,Tip,DayOfWeek,Hour,Date,SpendSegment,FreqSegment,CustomerType
2025-02-25 06:23:00,C1145,Cookie,Baked Goods,1.5,1.5,Uptown,Card,NONE,1378,UP_E3,0.16,Tuesday,6,2025-02-25,High Value,Frequent,Repeat
2025-02-27 19:05:00,C1145,Croissant,Baked Goods,2.75,2.75,Riverside,Card,NONE,1379,RI_E3,0.37,Thursday,19,2025-02-27,High Value,Frequent,Repeat
2025-03-20 11:23:00,C1145,Tea,Tea-Based,3.75,3.75,Uptown,Card,NONE,1380,UP_E1,1.41,Thursday,11,2025-03-20,High Value,Frequent,Repeat
2025-03-20 11:23:00,C1145,Cookie,Baked Goods,3.75,3.75,Uptown,Card,NONE,1380,UP_E1,1.41,Thursday,11,2025-03-20,High Value,Frequent,Repeat
2025-04-14 06:26:00,C1145,Sandwich,Savory Foods,5.0,5.0,Riverside,MobilePay,NONE,1381,RI_E3,0.11,Monday,6,2025-04-14,High Value,Frequent,Repeat
2025-04-15 06:04:00,C1145,Avocado Toast,Savory Foods,5.5,5.5,Riverside,Card,NONE,1382,RI_E1,0.47,Tuesday,6,2025-04-15,High Value,Frequent,Repeat
2025-04-28 10:21:00,C1145,Croissant,Baked Goods,2.75,2.75,Uptown,Card,NONE,1383,UP_E3,0.68,Monday,10,2025-04-28,High Value,Frequent,Repeat
2025-05-02 07:59:00,C1145,Cappuccino,Coffee-Based,2.25,2.25,Riverside,Cash,NONE,1384,RI_E3,0.24,Friday,7,2025-05-02,High Value,Frequent,Repeat
2025-05-02 07:59:00,C1145,Scone,Baked Goods,2.25,2.25,Riverside,Cash,NONE,1384,RI_E3,0.24,Friday,7,2025-05-02,High Value,Frequent,Repeat
2025-05-08 13:55:00,C1145,Frappuccino,Coffee-Based,4.25,4.25,Downtown,Cash,NONE,1385,DO_E3,0.02,Thursday,13,2025-05-08,High Value,Frequent,Repeat
2025-05-08 13:55:00,C1145,Brownie,Baked Goods,4.25,4.25,Downtown,Cash,NONE,1385,DO_E3,0.02,Thursday,13,2025-05-08,High Value,Frequent,Repeat
2025-05-13 19:03:00,C1145,Tea,Tea-Based,2.0,2.0,Riverside,Cash,NONE,1386,RI_E2,0.06,Tuesday,19,2025-05-13,High Value,Frequent,Repeat
2025-05-14 17:01:00,C1145,Bagel,Baked Goods,2.25,2.25,Downtown,Card,NONE,1387,DO_E3,0.39,Wednesday,17,2025-05-14,High Value,Frequent,Repeat
2025-05-19 15:15:00,C1145,Cookie,Baked Goods,1.5,1.275,Downtown,Cash,WEEKEND5,1388,DO_E1,1.76,Monday,15,2025-05-19,High Value,Frequent,Repeat
2025-05-20 08:11:00,C1145,Avocado Toast,Savory Foods,5.5,5.5,Riverside,Card,NONE,1389,RI_E1,0.39,Tuesday,8,2025-05-20,High Value,Frequent,Repeat
2025-05-23 07:18:00,C1145,Latte,Coffee-Based,2.5,0.0,Uptown,Card,FREEDRINK,1390,UP_E1,0.08,Friday,7,2025-05-23,High Value,Frequent,Repeat
2025-05-23 07:18:00,C1145,Croissant,Baked Goods,2.5,2.5,Uptown,Card,NONE,1390,UP_E1,0.08,Friday,7,2025-05-23,High Value,Frequent,Repeat
2025-03-13 19:36:00,C1146,Latte,Coffee-Based,4.25,4.25,Downtown,Card,NONE,1391,DO_E3,0.28,Thursday,19,2025-03-13,Mid Value,Regular,New
2025-03-13 19:36:00,C1146,Croissant,Baked Goods,4.25,4.25,Downtown,Card,NONE,1391,DO_E3,0.21,Thursday,19,2025-03-13,Mid Value,Regular,Repeat
2025-04-17 09:31:00,C1146,Muffin,Baked Goods,2.5,2.5,Downtown,Card,NONE,1392,DO_E2,0.24,Thursday,9,2025-04-17,Mid Value,Regular,Repeat
2025-04-20 06:59:00,C1146,Bagel,Baked Goods,2.25,2.02,Downtown,MobilePay,LOYAL10,1393,DO_E2,0.07,Sunday,6,2025-04-20,Mid Value,Regular,Repeat
2025-05-01 12:31:00,C1146,Muffin,Baked Goods,2.5,2.5,Uptown,Cash,NONE,1394,UP_E2,0.26,Thursday,12,2025-05-01,Mid Value,Regular,Repeat
2025-05-05 12:06:00,C1146,Bagel,Baked Goods,3.75,3.75,Downtown,Cash,NONE,1395,DO_E1,0.97,Monday,12,2025-05-05,Mid Value,Regular,Repeat
2025-05-05 12:06:00,C1146,Orange Juice,Smoothies & Juices,3.75,3.75,Downtown,Cash,NONE,1395,DO_E1,0.97,Monday,12,2025-05-05,Mid Value,Regular,Repeat
2025-05-17 14:56:00,C1146,Smoothie,Smoothies & Juices,4.75,4.28,Riverside,Cash,LOYAL10,1396,RI_E2,0.18,Saturday,14,2025-05-17,Mid Value,Regular,Repeat
2025-05-19 10:05:00,C1146,Mocha,Coffee-Based,4.25,3.6125,Downtown,Card,WEEKEND5,1397,DO_E1,0.01,Monday,10,2025-05-19,Mid Value,Regular,Repeat
2025-05-19 17:57:00,C1146,Cold Brew,Coffee-Based,2.0,1.8,Downtown,Cash,LOYAL10,1398,DO_E1,0.24,Monday,17,2025-05-19,Mid Value,Regular,Repeat
2025-05-19 17:57:00,C1146,Protein Bar,Snacks & Energy Bites,2.0,1.8,Downtown,Cash,LOYAL10,1398,DO_E1,0.24,Monday,17,2025-05-19,Mid Value,Regular,Repeat
2025-03-09 17:46:00,C1147,Croissant,Baked Goods,2.75,2.75,Riverside,Cash,NONE,1399,RI_E2,0.09,Sunday,17,2025-03-09,Low Value,Regular,New
2025-03-21 11:03:00,C1147,Flat White,Coffee-Based,2.75,2.75,Uptown,Card,NONE,1400,UP_E3,0.04,Friday,11,2025-03-21,Low Value,Regular,Repeat
2025-03-21 11:03:00,C1147,Banana Bread,Baked Goods,2.75,2.75,Uptown,Card,NONE,1400,UP_E3,0.04,Friday,11,2025-03-21,Low Value,Regular,Repeat
2025-03-28 11:43:00,C1147,Cold Brew,Coffee-Based,4.0,3.4,Riverside,Cash,WEEKEND5,1401,RI_E1,0.01,Friday,11,2025-03-28,Low Value,Regular,Repeat
2025-03-30 13:31:00,C1147,Croissant,Baked Goods,2.75,2.75,Riverside,MobilePay,NONE,1402,RI_E2,0.12,Sunday,13,2025-03-30,Low Value,Regular,Repeat
2025-04-14 09:59:00,C1147,Smoothie,Smoothies & Juices,4.75,4.75,Riverside,Cash,NONE,1403,RI_E1,0.21,Monday,9,2025-04-14,Low Value,Regular,Repeat
2025-04-20 19:32:00,C1147,Latte,Coffee-Based,3.75,3.1875,Riverside,Card,WEEKEND5,1404,RI_E3,0.03,Sunday,19,2025-04-20,Low Value,Regular,Repeat
2025-04-23 09:58:00,C1147,Cold Brew,Coffee-Based,4.0,4.0,Downtown,Card,NONE,1405,DO_E3,0.53,Wednesday,9,2025-04-23,Low Value,Regular,Repeat
2025-05-17 17:28:00,C1147,Sandwich,Savory Foods,5.0,5.0,Downtown,Card,NONE,1406,DO_E2,0.58,Saturday,17,2025-05-17,Low Value,Regular,Repeat
2025-02-25 09:49:00,C1148,Cold Brew,Coffee-Based,2.0,2.0,Uptown,Card,NONE,1407,UP_E3,0.32,Tuesday,9,2025-02-25,High Value,Frequent,New
2025-02-25 09:49:00,C1148,Protein Bar,Snacks & Energy Bites,2.0,2.0,Uptown,Card,NONE,1407,UP_E3,0.32,Tuesday,9,2025-02-25,High Value,Frequent,Repeat
2025-02-27 16:31:00,C1148,Espresso,Coffee-Based,2.5,2.125,Riverside,Card,WEEKEND5,1408,RI_E1,0.63,Thursday,16,2025-02-27,High Value,Frequent,Repeat
2025-03-03 16:00:00,C1148,Americano,Coffee-Based,2.75,2.75,Downtown,Card,NONE,1409,DO_E3,0.18,Monday,16,2025-03-03,High Value,Frequent,Repeat
2025-03-27 19:54:00,C1148,Latte,Coffee-Based,4.75,4.75,Riverside,Card,NONE,1410,RI_E1,0.08,Thursday,19,2025-03-27,High Value,Frequent,Repeat
2025-03-27 19:54:00,C1148,Croissant,Baked Goods,4.75,4.75,Riverside,Card,NONE,1410,RI_E1,0.08,Thursday,19,2025-03-27,High Value,Frequent,Repeat
2025-03-30 06:20:00,C1148,Latte,Coffee-Based,4.75,4.75,Uptown,Card,NONE,1411,UP_E1,1.87,Sunday,6,2025-03-30,High Value,Frequent,Repeat
2025-03-30 06:20:00,C1148,Croissant,Baked Goods,4.75,4.75,Uptown,Card,NONE,1411,UP_E1,1.87,Sunday,6,2025-03-30,High Value,Frequent,Repeat
2025-04-07 19:27:00,C1148,Mocha,Coffee-Based,4.25,4.25,Riverside,Cash,NONE,1412,RI_E2,0.06,Monday,19,2025-04-07,High Value,Frequent,Repeat
2025-04-14 19:36:00,C1148,Muffin,Baked Goods,2.5,2.5,Uptown,Card,NONE,1413,UP_E1,0.15,Monday,19,2025-04-14,High Value,Frequent,Repeat
2025-04-19 12:41:00,C1148,Croissant,Baked Goods,2.75,2.75,Downtown,Cash,NONE,1414,DO_E1,1.29,Saturday,12,2025-04-19,High Value,Frequent,Repeat
2025-04-19 16:18:00,C1148,Tea,Tea-Based,2.0,0.0,Downtown,Card,FREEDRINK,1415,DO_E1,0.63,Saturday,16,2025-04-19,High Value,Frequent,Repeat
2025-05-02 19:13:00,C1148,Avocado Toast,Savory Foods,5.5,5.5,Downtown,MobilePay,NONE,1416,DO_E1,0.29,Friday,19,2025-05-02,High Value,Frequent,Repeat
2025-05-03 16:14:00,C1148,Brownie,Baked Goods,2.0,2.0,Downtown,MobilePay,NONE,1417,DO_E1,1.87,Saturday,16,2025-05-03,High Value,Frequent,Repeat
2025-05-12 13:27:00,C1148,Cold Brew,Coffee-Based,4.0,4.0,Downtown,Cash,NONE,1418,DO_E1,0.01,Monday,13,2025-05-12,High Value,Frequent,Repeat
2025-03-01 11:13:00,C1149,Sandwich,Savory Foods,5.0,4.25,Downtown,Card,WEEKEND5,1419,DO_E2,0.16,Saturday,11,2025-03-01,High Value,Regular,New
2025-03-04 17:14:00,C1149,Cappuccino,Coffee-Based,5.5,4.675,Downtown,Cash,WEEKEND5,1420,DO_E1,1.77,Tuesday,17,2025-03-04,High Value,Regular,Repeat
2025-03-04 17:14:00,C1149,Scone,Baked Goods,5.5,4.675,Downtown,Cash,WEEKEND5,1420,DO_E1,1.77,Tuesday,17,2025-03-04,High Value,Regular,Repeat
2025-03-08 06:04:00,C1149,Cold Brew,Coffee-Based,5.5,4.95,Downtown,Card,LOYAL10,1421,DO_E2,0.02,Saturday,6,2025-03-08,High Value,Regular,Repeat
2025-03-08 06:04:00,C1149,Protein Bar,Snacks & Energy Bites,5.5,4.95,Downtown,Card,LOYAL10,1421,DO_E2,0.02,Saturday,6,2025-03-08,High Value,Regular,Repeat
2025-03-15 07:24:00,C1149,Iced Coffee,Coffee-Based,3.5,3.5,Uptown,Cash,NONE,1422,UP_E1,1.47,Saturday,7,2025-03-15,High Value,Regular,Repeat
2025-03-15 07:24:00,C1149,Salad,Savory Foods,3.5,3.5,Uptown,Cash,NONE,1422,UP_E1,1.47,Saturday,7,2025-03-15,High Value,Regular,Repeat
2025-04-17 09:30:00,C1149,Avocado Toast,Savory Foods,5.5,5.5,Uptown,Card,NONE,1423,UP_E1,0.83,Thursday,9,2025-04-17,High Value,Regular,Repeat
2025-04-25 06:29:00,C1149,Sandwich,Savory Foods,5.0,5.0,Uptown,Cash,NONE,1424,UP_E1,0.43,Friday,6,2025-04-25,High Value,Regular,Repeat
2025-04-26 09:24:00,C1149,Espresso,Coffee-Based,4.25,4.25,Downtown,Card,NONE,1425,DO_E3,0.44,Saturday,9,2025-04-26,High Value,Regular,Repeat
2025-04-26 09:24:00,C1149,Muffin,Baked Goods,4.25,4.25,Downtown,Card,NONE,1425,DO_E3,0.44,Saturday,9,2025-04-26,High Value,Regular,Repeat
2025-05-08 15:51:00,C1149,Sandwich,Savory Foods,5.0,4.5,Downtown,Card,LOYAL10,1426,DO_E2,0.02,Thursday,15,2025-05-08,High Value,Regular,Repeat
2025-05-10 08:10:00,C1149,Cappuccino,Coffee-Based,3.5,2.975,Uptown,MobilePay,WEEKEND5,1427,UP_E1,1.69,Saturday,8,2025-05-10,High Value,Regular,Repeat
2025-02-24 08:36:00,C1150,Macchiato,Coffee-Based,4.25,4.25,Riverside,Card,NONE,1428,RI_E1,0.04,Monday,8,2025-02-24,High Value,Frequent,New
2025-02-24 08:36:00,C1150,Cheese Danish,Baked Goods,4.25,4.25,Riverside,Card,NONE,1428,RI_E1,0.04,Monday,8,2025-02-24,High Value,Frequent,Repeat
2025-03-03 09:04:00,C1150,Avocado Toast,Savory Foods,5.5,5.5,Riverside,Cash,NONE,1429,RI_E1,1.8,Monday,9,2025-03-03,High Value,Frequent,Repeat
2025-03-09 12:13:00,C1150,Tea,Tea-Based,2.0,1.8,Downtown,Card,LOYAL10,1430,DO_E1,0.25,Sunday,12,2025-03-09,High Value,Frequent,Repeat
2025-03-09 12:13:00,C1150,Cookie,Baked Goods,2.0,1.8,Downtown,Card,LOYAL10,1430,DO_E1,0.25,Sunday,12,2025-03-09,High Value,Frequent,Repeat
2025-03-24 15:16:00,C1150,Sandwich,Savory Foods,5.0,5.0,Riverside,Card,NONE,1431,RI_E1,0.15,Monday,15,2025-03-24,High Value,Frequent,Repeat
2025-04-08 06:22:00,C1150,Macchiato,Coffee-Based,2.75,2.75,Downtown,MobilePay,NONE,1432,DO_E1,0.12,Tuesday,6,2025-04-08,High Value,Frequent,Repeat
2025-04-08 06:22:00,C1150,Cheese Danish,Baked Goods,2.75,2.75,Downtown,MobilePay,NONE,1432,DO_E1,0.12,Tuesday,6,2025-04-08,High Value,Frequent,Repeat
2025-04-11 10:58:00,C1150,Espresso,Coffee-Based,3.75,3.75,Riverside,Cash,NONE,1433,RI_E3,0.09,Friday,10,2025-04-11,High Value,Frequent,Repeat
2025-04-11 10:58:00,C1150,Muffin,Baked Goods,3.75,3.75,Riverside,Cash,NONE,1433,RI_E3,0.09,Friday,10,2025-04-11,High Value,Frequent,Repeat
2025-04-19 16:08:00,C1150,Avocado Toast,Savory Foods,2.25,2.25,Riverside,MobilePay,NONE,1434,RI_E1,0.94,Saturday,16,2025-04-19,High Value,Frequent,Repeat
2025-04-19 16:08:00,C1150,Iced Tea,Tea-Based,2.25,2.25,Riverside,MobilePay,NONE,1434,RI_E1,0.94,Saturday,16,2025-04-19,High Value,Frequent,Repeat
2025-04-24 12:38:00,C1150,Croissant,Baked Goods,2.75,2.75,Riverside,Cash,NONE,1435,RI_E1,0.06,Thursday,12,2025-04-24,High Value,Frequent,Repeat
2025-04-26 17:13:00,C1150,Americano,Coffee-Based,2.75,2.75,Uptown,Card,NONE,1436,UP_E1,0.34,Saturday,17,2025-04-26,High Value,Frequent,Repeat
2025-05-04 18:21:00,C1150,Iced Coffee,Coffee-Based,3.75,3.1875,Riverside,Card,WEEKEND5,1437,RI_E2,0.1,Sunday,18,2025-05-04,High Value,Frequent,Repeat
2025-05-04 18:21:00,C1150,Salad,Savory Foods,3.75,3.1875,Riverside,Card,WEEKEND5,1437,RI_E2,0.1,Sunday,18,2025-05-04,High Value,Frequent,Repeat
2025-05-07 09:11:00,C1150,Matcha Latte,Coffee-Based,2.5,2.5,Downtown,Card,NONE,1438,DO_E1,0.38,Wednesday,9,2025-05-07,High Value,Frequent,Repeat
2025-05-07 09:11:00,C1150,Energy Ball,Snacks & Energy Bites,2.5,2.5,Downtown,Card,NONE,1438,DO_E1,0.38,Wednesday,9,2025-05-07,High Value,Frequent,Repeat
2025-05-13 17:41:00,C1150,Sandwich,Savory Foods,5.0,5.0,Riverside,Card,NONE,1439,RI_E1,0.24,Tuesday,17,2025-05-13,High Value,Frequent,Repeat
2025-05-23 19:03:00,C1150,Americano,Coffee-Based,3.75,3.1875,Downtown,Cash,WEEKEND5,1440,DO_E2,0.08,Friday,19,2025-05-23,High Value,Frequent,Repeat
2025-05-23 19:03:00,C1150,Donut,Baked Goods,3.75,3.1875,Downtown,Cash,WEEKEND5,1440,DO_E2,0.08,Friday,19,2025-05-23,High Value,Frequent,Repeat
2025-05-24 12:09:00,C1150,Tea,Tea-Based,2.75,2.75,Riverside,Card,NONE,1441,RI_E1,0.11,Saturday,12,2025-05-24,High Value,Frequent,Repeat
2025-05-24 12:09:00,C1150,Cookie,Baked Goods,2.75,2.75,Riverside,Card,NONE,1441,RI_E1,0.11,Saturday,12,2025-05-24,High Value,Frequent,Repeat
2025-03-28 17:48:00,C1151,Espresso,Coffee-Based,2.5,2.25,Downtown,Cash,LOYAL10,1442,DO_E1,0.32,Friday,17,2025-03-28,Low Value,Regular,New
2025-03-30 10:36:00,C1151,Cold Brew,Coffee-Based,4.0,4.0,Uptown,Cash,NONE,1443,UP_E1,0.45,Sunday,10,2025-03-30,Low Value,Regular,Repeat
2025-04-04 08:24:00,C1151,Cold Brew,Coffee-Based,4.0,4.0,Riverside,Card,NONE,1444,RI_E1,0.25,Friday,8,2025-04-04,Low Value,Regular,Repeat
2025-04-08 13:27:00,C1151,Croissant,Baked Goods,2.75,2.75,Uptown,Cash,NONE,1445,UP_E3,0.2,Tuesday,13,2025-04-08,Low Value,Regular,Repeat
2025-04-14 15:37:00,C1151,Cold Brew,Coffee-Based,4.75,4.75,Downtown,Card,NONE,1446,DO_E1,0.77,Monday,15,2025-04-14,Low Value,Regular,Repeat
2025-04-14 15:37:00,C1151,Protein Bar,Snacks & Energy Bites,4.75,4.75,Downtown,Card,NONE,1446,DO_E1,0.77,Monday,15,2025-04-14,Low Value,Regular,Repeat
2025-04-18 12:26:00,C1151,Espresso,Coffee-Based,2.5,2.5,Riverside,Card,NONE,1447,RI_E3,0.07,Friday,12,2025-04-18,Low Value,Regular,Repeat
2025-05-01 12:51:00,C1151,Cold Brew,Coffee-Based,4.0,0.0,Uptown,Card,FREEDRINK,1448,UP_E1,0.08,Thursday,12,2025-05-01,Low Value,Regular,Repeat
2025-05-24 14:35:00,C1151,Americano,Coffee-Based,2.75,2.75,Uptown,Card,NONE,1449,UP_E2,0.33,Saturday,14,2025-05-24,Low Value,Regular,Repeat
2025-03-03 19:39:00,C1152,Matcha Latte,Coffee-Based,5.5,4.675,Riverside,Cash,WEEKEND5,1450,RI_E3,0.41,Monday,19,2025-03-03,Low Value,Regular,New
2025-03-03 19:39:00,C1152,Energy Ball,Snacks & Energy Bites,5.5,4.675,Riverside,Cash,WEEKEND5,1450,RI_E3,0.41,Monday,19,2025-03-03,Low Value,Regular,Repeat
2025-03-07 08:41:00,C1152,Mocha,Coffee-Based,4.25,3.6125,Riverside,Card,WEEKEND5,1451,RI_E1,0.38,Friday,8,2025-03-07,Low Value,Regular,Repeat
2025-03-16 14:19:00,C1152,Tea,Tea-Based,2.0,0.0,Riverside,Cash,FREEDRINK,1452,RI_E2,0.04,Sunday,14,2025-03-16,Low Value,Regular,Repeat
2025-03-22 13:22:00,C1152,Smoothie,Smoothies & Juices,4.75,4.75,Downtown,Cash,NONE,1453,DO_E3,0.02,Saturday,13,2025-03-22,Low Value,Regular,Repeat
2025-04-01 13:41:00,C1152,Americano,Coffee-Based,2.75,2.75,Downtown,Cash,NONE,1454,DO_E2,0.14,Tuesday,13,2025-04-01,Low Value,Regular,Repeat
2025-04-01 13:41:00,C1152,Donut,Baked Goods,2.75,2.75,Downtown,Cash,NONE,1454,DO_E2,0.14,Tuesday,13,2025-04-01,Low Value,Regular,Repeat
2025-04-03 18:42:00,C1152,Avocado Toast,Savory Foods,5.5,4.675,Riverside,Cash,WEEKEND5,1455,RI_E2,0.12,Thursday,18,2025-04-03,Low Value,Regular,Repeat
2025-04-04 11:12:00,C1152,Cookie,Baked Goods,1.5,1.5,Riverside,Card,NONE,1456,RI_E1,1.06,Friday,11,2025-04-04,Low Value,Regular,Repeat
2025-04-25 17:21:00,C1152,Croissant,Baked Goods,2.75,2.75,Uptown,Card,NONE,1457,UP_E3,0.03,Friday,17,2025-04-25,Low Value,Regular,Repeat
2025-03-05 17:41:00,C1153,Mocha,Coffee-Based,1.5,1.5,Downtown,MobilePay,NONE,1458,DO_E3,0.14,Wednesday,17,2025-03-05,High Value,Frequent,New
2025-03-05 17:41:00,C1153,Veggie Sandwich,Savory Foods,1.5,1.5,Downtown,MobilePay,NONE,1458,DO_E3,0.14,Wednesday,17,2025-03-05,High Value,Frequent,Repeat
2025-03-05 17:41:00,C1153,Apple Juice,Smoothies & Juices,1.5,1.5,Downtown,MobilePay,NONE,1458,DO_E3,0.14,Wednesday,17,2025-03-05,High Value,Frequent,Repeat
2025-03-12 14:29:00,C1153,Tea,Tea-Based,2.25,1.9124999999999999,Riverside,Card,WEEKEND5,1459,RI_E1,0.85,Wednesday,14,2025-03-12,High Value,Frequent,Repeat
2025-03-12 14:29:00,C1153,Cookie,Baked Goods,2.25,1.9124999999999999,Riverside,Card,WEEKEND5,1459,RI_E1,0.85,Wednesday,14,2025-03-12,High Value,Frequent,Repeat
2025-03-14 15:22:00,C1153,Cookie,Baked Goods,1.5,1.5,Downtown,Cash,NONE,1460,DO_E1,0.76,Friday,15,2025-03-14,High Value,Frequent,Repeat
2025-03-18 15:50:00,C1153,Espresso,Coffee-Based,4.25,3.83,Riverside,Card,LOYAL10,1461,RI_E2,0.31,Tuesday,15,2025-03-18,High Value,Frequent,Repeat
2025-03-18 15:50:00,C1153,Muffin,Baked Goods,4.25,3.83,Riverside,Card,LOYAL10,1461,RI_E2,0.31,Tuesday,15,2025-03-18,High Value,Frequent,Repeat
2025-03-20 13:02:00,C1153,Cold Brew,Coffee-Based,4.0,4.0,Riverside,Cash,NONE,1462,RI_E1,0.64,Thursday,13,2025-03-20,High Value,Frequent,Repeat
2025-03-20 13:02:00,C1153,Protein Bar,Snacks & Energy Bites,4.0,4.0,Riverside,Cash,NONE,1462,RI_E1,0.64,Thursday,13,2025-03-20,High Value,Frequent,Repeat
2025-04-01 18:49:00,C1153,Brownie,Baked Goods,2.0,2.0,Riverside,Card,NONE,1463,RI_E3,0.02,Tuesday,18,2025-04-01,High Value,Frequent,Repeat
2025-04-07 18:20:00,C1153,Cappuccino,Coffee-Based,3.5,3.15,Uptown,MobilePay,LOYAL10,1464,UP_E1,0.68,Monday,18,2025-04-07,High Value,Frequent,Repeat
2025-04-15 10:58:00,C1153,Tea,Tea-Based,2.0,2.0,Riverside,Card,NONE,1465,RI_E3,0.19,Tuesday,10,2025-04-15,High Value,Frequent,Repeat
2025-04-20 06:28:00,C1153,Cookie,Baked Goods,1.5,1.5,Downtown,Card,NONE,1466,DO_E2,0.43,Sunday,6,2025-04-20,High Value,Frequent,Repeat
2025-04-22 08:23:00,C1153,Tea,Tea-Based,2.0,2.0,Downtown,Card,NONE,1467,DO_E2,0.02,Tuesday,8,2025-04-22,High Value,Frequent,Repeat
2025-04-26 11:28:00,C1153,Cookie,Baked Goods,1.5,1.5,Riverside,MobilePay,NONE,1468,RI_E1,0.47,Saturday,11,2025-04-26,High Value,Frequent,Repeat
2025-05-05 14:44:00,C1153,Avocado Toast,Savory Foods,5.5,5.5,Uptown,Cash,NONE,1469,UP_E2,0.24,Monday,14,2025-05-05,High Value,Frequent,Repeat
2025-05-06 08:48:00,C1153,Frappuccino,Coffee-Based,5.5,5.5,Uptown,MobilePay,NONE,1470,UP_E3,0.06,Tuesday,8,2025-05-06,High Value,Frequent,Repeat
2025-05-06 08:48:00,C1153,Brownie,Baked Goods,5.5,5.5,Uptown,MobilePay,NONE,1470,UP_E3,0.06,Tuesday,8,2025-05-06,High Value,Frequent,Repeat
2025-05-12 17:24:00,C1153,Latte,Coffee-Based,4.75,4.0375,Uptown,Card,WEEKEND5,1471,UP_E2,0.09,Monday,17,2025-05-12,High Value,Frequent,Repeat
2025-05-12 17:24:00,C1153,Croissant,Baked Goods,4.75,4.0375,Uptown,Card,WEEKEND5,1471,UP_E2,0.09,Monday,17,2025-05-12,High Value,Frequent,Repeat
2025-05-15 11:35:00,C1153,Flat White,Coffee-Based,2.0,2.0,Uptown,Card,NONE,1472,UP_E1,0.02,Thursday,11,2025-05-15,High Value,Frequent,Repeat
2025-05-15 11:35:00,C1153,Banana Bread,Baked Goods,2.0,2.0,Uptown,Card,NONE,1472,UP_E1,0.02,Thursday,11,2025-05-15,High Value,Frequent,Repeat
2025-02-27 09:05:00,C1154,Smoothie,Smoothies & Juices,2.75,2.75,Uptown,Cash,NONE,1473,UP_E2,0.29,Thursday,9,2025-02-27,High Value,Frequent,New
2025-02-27 09:05:00,C1154,Granola Bar,Snacks & Energy Bites,2.75,2.75,Uptown,Cash,NONE,1473,UP_E1,0.18,Thursday,9,2025-02-27,High Value,Frequent,Repeat
2025-03-01 14:43:00,C1154,Avocado Toast,Savory Foods,1.5,1.275,Riverside,MobilePay,WEEKEND5,1474,RI_E2,0.05,Saturday,14,2025-03-01,High Value,Frequent,Repeat
2025-03-01 14:43:00,C1154,Iced Tea,Tea-Based,1.5,1.275,Riverside,MobilePay,WEEKEND5,1474,RI_E2,0.05,Saturday,14,2025-03-01,High Value,Frequent,Repeat
2025-03-01 16:17:00,C1154,Tea,Tea-Based,2.0,2.0,Downtown,MobilePay,NONE,1475,DO_E1,0.08,Saturday,16,2025-03-01,High Value,Frequent,Repeat
2025-03-04 09:27:00,C1154,Avocado Toast,Savory Foods,2.75,2.75,Riverside,Cash,NONE,1476,RI_E3,0.07,Tuesday,9,2025-03-04,High Value,Frequent,Repeat
2025-03-04 09:27:00,C1154,Iced Tea,Tea-Based,2.75,2.75,Riverside,Cash,NONE,1476,RI_E1,0.03,Tuesday,9,2025-03-04,High Value,Frequent,Repeat
2025-03-04 17:04:00,C1154,Cappuccino,Coffee-Based,4.0,4.0,Uptown,Card,NONE,1477,UP_E1,0.25,Tuesday,17,2025-03-04,High Value,Frequent,Repeat
2025-03-04 17:04:00,C1154,Scone,Baked Goods,4.0,4.0,Uptown,Card,NONE,1477,UP_E3,0.08,Tuesday,17,2025-03-04,High Value,Frequent,Repeat
2025-03-07 16:30:00,C1154,Cappuccino,Coffee-Based,3.5,3.5,Downtown,Card,NONE,1478,DO_E1,0.13,Friday,16,2025-03-07,High Value,Frequent,Repeat
2025-03-22 11:07:00,C1154,Frappuccino,Coffee-Based,4.0,3.4,Downtown,Card,WEEKEND5,1479,DO_E2,0.36,Saturday,11,2025-03-22,High Value,Frequent,Repeat
2025-03-22 11:07:00,C1154,Brownie,Baked Goods,4.0,3.4,Downtown,Card,WEEKEND5,1479,DO_E2,0.36,Saturday,11,2025-03-22,High Value,Frequent,Repeat
2025-04-08 15:22:00,C1154,Smoothie,Smoothies & Juices,2.5,2.5,Downtown,Card,NONE,1480,DO_E3,0.03,Tuesday,15,2025-04-08,High Value,Frequent,Repeat
2025-04-08 15:22:00,C1154,Granola Bar,Snacks & Energy Bites,2.5,2.5,Downtown,Card,NONE,1480,DO_E3,0.03,Tuesday,15,2025-04-08,High Value,Frequent,Repeat
2025-04-11 18:13:00,C1154,Flat White,Coffee-Based,2.75,0.0,Downtown,Card,FREEDRINK,1481,DO_E1,0.09,Friday,18,2025-04-11,High Value,Frequent,Repeat
2025-04-11 18:13:00,C1154,Banana Bread,Baked Goods,2.75,2.75,Downtown,Card,NONE,1481,DO_E1,0.09,Friday,18,2025-04-11,High Value,Frequent,Repeat
2025-04-11 18:21:00,C1154,Avocado Toast,Savory Foods,5.5,5.5,Riverside,Card,NONE,1482,RI_E1,0.94,Friday,18,2025-04-11,High Value,Frequent,Repeat
2025-04-15 07:59:00,C1154,Smoothie,Smoothies & Juices,4.75,4.28,Riverside,Card,LOYAL10,1483,RI_E1,0.15,Tuesday,7,2025-04-15,High Value,Frequent,Repeat
2025-04-15 15:43:00,C1154,Bagel,Baked Goods,2.25,2.25,Riverside,Card,NONE,1484,RI_E3,0.13,Tuesday,15,2025-04-15,High Value,Frequent,Repeat
